Time [h]	T [C]
77.65	-18.61
77.70	-18.56
77.75	-18.51
77.80	-18.46
77.85	-18.41
77.90	-18.35
77.95	-18.30
78.00	-18.24
78.05	-18.19
78.10	-18.13
78.15	-18.07
78.20	-18.02
78.25	-17.96
78.30	-17.90
78.35	-17.84
78.40	-17.78
78.45	-17.72
78.50	-17.65
78.55	-17.59
78.60	-17.53
78.65	-17.46
78.70	-17.40
78.75	-17.33
78.80	-17.27
78.85	-17.20
78.90	-17.14
78.95	-17.07
79.00	-17.00
79.05	-16.93
79.10	-16.86
79.15	-16.79
79.20	-16.72
79.25	-16.65
79.30	-16.58
79.35	-16.51
79.40	-16.44
79.45	-16.37
79.50	-16.30
79.55	-16.22
79.60	-16.15
79.65	-16.08
79.70	-16.00
79.75	-15.93
79.80	-15.86
79.85	-15.78
79.90	-15.71
79.95	-15.63
80.00	-15.55
80.05	-15.48
80.10	-15.40
80.15	-15.33
80.20	-15.25
80.25	-15.17
80.30	-15.09
80.35	-15.02
80.40	-14.94
80.45	-14.86
80.50	-14.78
80.55	-14.71
80.60	-14.63
80.65	-14.55
80.70	-14.47
80.75	-14.39
80.80	-14.32
80.85	-14.24
80.90	-14.16
80.95	-14.08
81.00	-14.00
81.05	-13.92
81.10	-13.84
81.15	-13.77
81.20	-13.69
81.25	-13.61
81.30	-13.53
81.35	-13.45
81.40	-13.37
81.45	-13.30
81.50	-13.22
81.55	-13.14
81.60	-13.06
81.65	-12.98
81.70	-12.91
81.75	-12.83
81.80	-12.75
81.85	-12.68
81.90	-12.60
81.95	-12.52
82.00	-12.45
82.05	-12.37
82.10	-12.30
82.15	-12.22
82.20	-12.15
82.25	-12.07
82.30	-12.00
82.35	-11.92
82.40	-11.85
82.45	-11.78
82.50	-11.70
82.55	-11.63
82.60	-11.56
82.65	-11.49
82.70	-11.42
82.75	-11.35
82.80	-11.28
82.85	-11.21
82.90	-11.14
82.95	-11.07
83.00	-11.00
83.05	-10.93
83.10	-10.87
83.15	-10.80
83.20	-10.73
83.25	-10.67
83.30	-10.60
83.35	-10.54
83.40	-10.47
83.45	-10.41
83.50	-10.35
83.55	-10.29
83.60	-10.22
83.65	-10.16
83.70	-10.10
83.75	-10.04
83.80	-9.99
83.85	-9.93
83.90	-9.87
83.95	-9.81
84.00	-9.76
84.05	-9.70
84.10	-9.65
84.15	-9.59
84.20	-9.54
84.25	-9.49
84.30	-9.44
84.35	-9.39
84.40	-9.34
84.45	-9.29
84.50	-9.24
84.55	-9.19
84.60	-9.15
84.65	-9.10
84.70	-9.06
84.75	-9.01
84.80	-8.97
84.85	-8.93
84.90	-8.88
84.95	-8.84
85.00	-8.80
85.05	-8.77
85.10	-8.73
85.15	-8.69
85.20	-8.65
85.25	-8.62
85.30	-8.58
85.35	-8.55
85.40	-8.52
85.45	-8.49
85.50	-8.46
85.55	-8.43
85.60	-8.40
85.65	-8.37
85.70	-8.34
85.75	-8.32
85.80	-8.29
85.85	-8.27
85.90	-8.25
85.95	-8.23
86.00	-8.20
86.05	-8.18
86.10	-8.17
86.15	-8.15
86.20	-8.13
86.25	-8.12
86.30	-8.10
86.35	-8.09
86.40	-8.07
86.45	-8.06
86.50	-8.05
86.55	-8.04
86.60	-8.03
86.65	-8.03
86.70	-8.02
86.75	-8.01
86.80	-8.01
86.85	-8.00
86.90	-8.00
86.95	-8.00
87.00	-8.00
87.05	-8.00
87.10	-8.00
87.15	-8.00
87.20	-8.01
87.25	-8.01
87.30	-8.02
87.35	-8.03
87.40	-8.03
87.45	-8.04
87.50	-8.05
87.55	-8.06
87.60	-8.07
87.65	-8.09
87.70	-8.10
87.75	-8.12
87.80	-8.13
87.85	-8.15
87.90	-8.17
87.95	-8.18
88.00	-8.20
88.05	-8.22
88.10	-8.25
88.15	-8.27
88.20	-8.29
88.25	-8.32
88.30	-8.34
88.35	-8.37
88.40	-8.40
88.45	-8.43
88.50	-8.46
88.55	-8.49
88.60	-8.52
88.65	-8.55
88.70	-8.58
88.75	-8.62
88.80	-8.65
88.85	-8.69
88.90	-8.73
88.95	-8.76
89.00	-8.80
89.05	-8.84
89.10	-8.88
89.15	-8.93
89.20	-8.97
89.25	-9.01
89.30	-9.05
89.35	-9.10
89.40	-9.15
89.45	-9.19
89.50	-9.24
89.55	-9.29
89.60	-9.34
89.65	-9.39
89.70	-9.44
89.75	-9.49
89.80	-9.54
89.85	-9.59
89.90	-9.65
89.95	-9.70
90.00	-9.76
90.05	-9.81
90.10	-9.87
90.15	-9.93
90.20	-9.98
90.25	-10.04
90.30	-10.10
90.35	-10.16
90.40	-10.22
90.45	-10.28
90.50	-10.35
90.55	-10.41
90.60	-10.47
90.65	-10.54
90.70	-10.60
90.75	-10.67
90.80	-10.73
90.85	-10.80
90.90	-10.86
90.95	-10.93
91.00	-11.00
91.05	-11.07
91.10	-11.14
91.15	-11.21
91.20	-11.27
91.25	-11.35
91.30	-11.42
91.35	-11.49
91.40	-11.56
91.45	-11.63
91.50	-11.70
91.55	-11.78
91.60	-11.85
91.65	-11.92
91.70	-12.00
91.75	-12.07
91.80	-12.14
91.85	-12.22
91.90	-12.29
91.95	-12.37
92.00	-12.45
92.05	-12.52
92.10	-12.60
92.15	-12.67
92.20	-12.75
92.25	-12.83
92.30	-12.91
92.35	-12.98
92.40	-13.06
92.45	-13.14
92.50	-13.22
92.55	-13.29
92.60	-13.37
92.65	-13.45
92.70	-13.53
92.75	-13.61
92.80	-13.68
92.85	-13.76
92.90	-13.84
92.95	-13.92
93.00	-14.00
93.05	-14.08
93.10	-14.16
93.15	-14.23
93.20	-14.31
93.25	-14.39
93.30	-14.47
93.35	-14.55
93.40	-14.63
93.45	-14.70
93.50	-14.78
93.55	-14.86
93.60	-14.94
93.65	-15.01
93.70	-15.09
93.75	-15.17
93.80	-15.25
93.85	-15.32
93.90	-15.40
93.95	-15.48
94.00	-15.55
94.05	-15.63
94.10	-15.70
94.15	-15.78
94.20	-15.85
94.25	-15.93
94.30	-16.00
94.35	-16.08
94.40	-16.15
94.45	-16.22
94.50	-16.29
94.55	-16.37
94.60	-16.44
94.65	-16.51
94.70	-16.58
94.75	-16.65
94.80	-16.72
94.85	-16.79
94.90	-16.86
94.95	-16.93
95.00	-17.00
95.05	-17.07
95.10	-17.13
95.15	-17.20
95.20	-17.27
95.25	-17.33
95.30	-17.40
95.35	-17.46
95.40	-17.53
95.45	-17.59
95.50	-17.65
95.55	-17.71
95.60	-17.77
95.65	-17.84
95.70	-17.90
95.75	-17.96
95.80	-18.01
95.85	-18.07
95.90	-18.13
95.95	-18.19
96.00	-18.24
96.05	-18.30
96.10	-18.35
96.15	-18.41
96.20	-18.46
96.25	-18.51
96.30	-18.56
96.35	-18.61
96.40	-18.66
96.45	-18.71
96.50	-18.76
96.55	-18.81
96.60	-18.85
96.65	-18.90
96.70	-18.94
96.75	-18.99
96.80	-19.03
96.85	-19.07
96.90	-19.12
96.95	-19.16
97.00	-19.20
97.05	-19.23
97.10	-19.27
97.15	-19.31
97.20	-19.35
97.25	-19.38
97.30	-19.41
97.35	-19.45
97.40	-19.48
97.45	-19.51
97.50	-19.54
97.55	-19.57
97.60	-19.60
97.65	-19.63
97.70	-19.66
97.75	-19.68
97.80	-19.71
97.85	-19.73
97.90	-19.75
97.95	-19.77
98.00	-19.80
98.05	-19.82
98.10	-19.83
98.15	-19.85
98.20	-19.87
98.25	-19.88
98.30	-19.90
98.35	-19.91
98.40	-19.93
98.45	-19.94
98.50	-19.95
98.55	-19.96
98.60	-19.97
98.65	-19.97
98.70	-19.98
98.75	-19.99
98.80	-19.99
98.85	-20.00
98.90	-20.00
98.95	-20.00
99.00	-20.00
99.05	-20.00
99.10	-20.00
99.15	-20.00
99.20	-19.99
99.25	-19.99
99.30	-19.98
99.35	-19.97
99.40	-19.97
99.45	-19.96
99.50	-19.95
99.55	-19.94
99.60	-19.93
99.65	-19.91
99.70	-19.90
99.75	-19.88
99.80	-19.87
99.85	-19.85
99.90	-19.83
99.95	-19.82
100.00	-19.80
100.05	-19.78
100.10	-19.75
100.15	-19.73
100.20	-19.71
100.25	-19.68
100.30	-19.66
100.35	-19.63
100.40	-19.60
100.45	-19.57
100.50	-19.54
100.55	-19.51
100.60	-19.48
100.65	-19.45
100.70	-19.42
100.75	-19.38
100.80	-19.35
100.85	-19.31
100.90	-19.27
100.95	-19.24
101.00	-19.20
101.05	-19.16
101.10	-19.12
101.15	-19.08
101.20	-19.03
101.25	-18.99
101.30	-18.95
101.35	-18.90
101.40	-18.85
101.45	-18.81
101.50	-18.76
101.55	-18.71
101.60	-18.66
101.65	-18.61
101.70	-18.56
101.75	-18.51
101.80	-18.46
101.85	-18.41
101.90	-18.35
101.95	-18.30
102.00	-18.24
102.05	-18.19
102.10	-18.13
102.15	-18.07
102.20	-18.02
102.25	-17.96
102.30	-17.90
102.35	-17.84
102.40	-17.78
102.45	-17.72
102.50	-17.65
102.55	-17.59
102.60	-17.53
102.65	-17.46
102.70	-17.40
102.75	-17.33
102.80	-17.27
102.85	-17.20
102.90	-17.14
102.95	-17.07
103.00	-17.00
103.05	-16.93
103.10	-16.86
103.15	-16.79
103.20	-16.73
103.25	-16.65
103.30	-16.58
103.35	-16.51
103.40	-16.44
103.45	-16.37
103.50	-16.30
103.55	-16.22
103.60	-16.15
103.65	-16.08
103.70	-16.00
103.75	-15.93
103.80	-15.86
103.85	-15.78
103.90	-15.71
103.95	-15.63
104.00	-15.55
104.05	-15.48
104.10	-15.40
104.15	-15.33
104.20	-15.25
104.25	-15.17
104.30	-15.09
104.35	-15.02
104.40	-14.94
104.45	-14.86
104.50	-14.78
104.55	-14.71
104.60	-14.63
104.65	-14.55
104.70	-14.47
104.75	-14.39
104.80	-14.32
104.85	-14.24
104.90	-14.16
104.95	-14.08
105.00	-14.00
105.05	-13.92
105.10	-13.84
105.15	-13.77
105.20	-13.69
105.25	-13.61
105.30	-13.53
105.35	-13.45
105.40	-13.37
105.45	-13.30
105.50	-13.22
105.55	-13.14
105.60	-13.06
105.65	-12.99
105.70	-12.91
105.75	-12.83
105.80	-12.75
105.85	-12.68
105.90	-12.60
105.95	-12.52
106.00	-12.45
106.05	-12.37
106.10	-12.30
106.15	-12.22
106.20	-12.15
106.25	-12.07
106.30	-12.00
106.35	-11.92
106.40	-11.85
106.45	-11.78
106.50	-11.71
106.55	-11.63
106.60	-11.56
106.65	-11.49
106.70	-11.42
106.75	-11.35
106.80	-11.28
106.85	-11.21
106.90	-11.14
106.95	-11.07
107.00	-11.00
107.05	-10.93
107.10	-10.87
107.15	-10.80
107.20	-10.73
107.25	-10.67
107.30	-10.60
107.35	-10.54
107.40	-10.47
107.45	-10.41
107.50	-10.35
107.55	-10.29
107.60	-10.23
107.65	-10.16
107.70	-10.10
107.75	-10.04
107.80	-9.99
107.85	-9.93
107.90	-9.87
107.95	-9.81
108.00	-9.76
108.05	-9.70
108.10	-9.65
108.15	-9.60
108.20	-9.54
108.25	-9.49
108.30	-9.44
108.35	-9.39
108.40	-9.34
108.45	-9.29
108.50	-9.24
108.55	-9.19
108.60	-9.15
108.65	-9.10
108.70	-9.06
108.75	-9.01
108.80	-8.97
108.85	-8.93
108.90	-8.88
108.95	-8.84
109.00	-8.80
109.05	-8.77
109.10	-8.73
109.15	-8.69
109.20	-8.65
109.25	-8.62
109.30	-8.59
109.35	-8.55
109.40	-8.52
109.45	-8.49
109.50	-8.46
109.55	-8.43
109.60	-8.40
109.65	-8.37
109.70	-8.34
109.75	-8.32
109.80	-8.29
109.85	-8.27
109.90	-8.25
109.95	-8.23
110.00	-8.20
110.05	-8.18
110.10	-8.17
110.15	-8.15
110.20	-8.13
110.25	-8.12
110.30	-8.10
110.35	-8.09
110.40	-8.07
110.45	-8.06
110.50	-8.05
110.55	-8.04
110.60	-8.03
110.65	-8.03
110.70	-8.02
110.75	-8.01
110.80	-8.01
110.85	-8.00
110.90	-8.00
110.95	-8.00
111.00	-8.00
111.05	-8.00
111.10	-8.00
111.15	-8.00
111.20	-8.01
111.25	-8.01
111.30	-8.02
111.35	-8.03
111.40	-8.03
111.45	-8.04
111.50	-8.05
111.55	-8.06
111.60	-8.07
111.65	-8.09
111.70	-8.10
111.75	-8.12
111.80	-8.13
111.85	-8.15
111.90	-8.17
111.95	-8.18
112.00	-8.20
112.05	-8.22
112.10	-8.25
112.15	-8.27
112.20	-8.29
112.25	-8.32
112.30	-8.34
112.35	-8.37
112.40	-8.40
112.45	-8.43
112.50	-8.46
112.55	-8.49
112.60	-8.52
112.65	-8.55
112.70	-8.58
112.75	-8.62
112.80	-8.65
112.85	-8.69
112.90	-8.73
112.95	-8.76
113.00	-8.80
113.05	-8.84
113.10	-8.88
113.15	-8.92
113.20	-8.97
113.25	-9.01
113.30	-9.05
113.35	-9.10
113.40	-9.15
113.45	-9.19
113.50	-9.24
113.55	-9.29
113.60	-9.34
113.65	-9.39
113.70	-9.44
113.75	-9.49
113.80	-9.54
113.85	-9.59
113.90	-9.65
113.95	-9.70
114.00	-9.76
114.05	-9.81
114.10	-9.87
114.15	-9.93
114.20	-9.98
114.25	-10.04
114.30	-10.10
114.35	-10.16
114.40	-10.22
114.45	-10.28
114.50	-10.35
114.55	-10.41
114.60	-10.47
114.65	-10.54
114.70	-10.60
114.75	-10.67
114.80	-10.73
114.85	-10.80
114.90	-10.86
114.95	-10.93
115.00	-11.00
115.05	-11.07
115.10	-11.14
115.15	-11.21
115.20	-11.27
115.25	-11.34
115.30	-11.42
115.35	-11.49
115.40	-11.56
115.45	-11.63
115.50	-11.70
115.55	-11.78
115.60	-11.85
115.65	-11.92
115.70	-12.00
115.75	-12.07
115.80	-12.14
115.85	-12.22
115.90	-12.29
115.95	-12.37
116.00	-12.45
116.05	-12.52
116.10	-12.60
116.15	-12.67
116.20	-12.75
116.25	-12.83
116.30	-12.91
116.35	-12.98
116.40	-13.06
116.45	-13.14
116.50	-13.22
116.55	-13.29
116.60	-13.37
116.65	-13.45
116.70	-13.53
116.75	-13.61
116.80	-13.68
116.85	-13.76
116.90	-13.84
116.95	-13.92
117.00	-14.00
117.05	-14.08
117.10	-14.16
117.15	-14.23
117.20	-14.31
117.25	-14.39
117.30	-14.47
117.35	-14.55
117.40	-14.63
117.45	-14.70
117.50	-14.78
117.55	-14.86
117.60	-14.94
117.65	-15.01
117.70	-15.09
117.75	-15.17
117.80	-15.25
117.85	-15.32
117.90	-15.40
117.95	-15.48
118.00	-15.55
118.05	-15.63
118.10	-15.70
118.15	-15.78
118.20	-15.85
118.25	-15.93
118.30	-16.00
118.35	-16.08
118.40	-16.15
118.45	-16.22
118.50	-16.29
118.55	-16.37
118.60	-16.44
118.65	-16.51
118.70	-16.58
118.75	-16.65
118.80	-16.72
118.85	-16.79
118.90	-16.86
118.95	-16.93
119.00	-17.00
119.05	-17.07
119.10	-17.13
119.15	-17.20
119.20	-17.27
119.25	-17.33
119.30	-17.40
119.35	-17.46
119.40	-17.53
119.45	-17.59
119.50	-17.65
119.55	-17.71
119.60	-17.77
119.65	-17.84
119.70	-17.90
119.75	-17.95
119.80	-18.01
119.85	-18.07
119.90	-18.13
119.95	-18.19
120.00	-18.24
120.05	-18.30
120.10	-18.35
120.15	-18.40
120.20	-18.46
120.25	-18.51
120.30	-18.56
120.35	-18.61
120.40	-18.66
120.45	-18.71
120.50	-18.76
120.55	-18.81
120.60	-18.85
120.65	-18.90
120.70	-18.94
120.75	-18.99
120.80	-19.03
120.85	-19.07
120.90	-19.12
120.95	-19.16
121.00	-19.20
121.05	-19.23
121.10	-19.27
121.15	-19.31
121.20	-19.35
121.25	-19.38
121.30	-19.41
121.35	-19.45
121.40	-19.48
121.45	-19.51
121.50	-19.54
121.55	-19.57
121.60	-19.60
121.65	-19.63
121.70	-19.66
121.75	-19.68
121.80	-19.71
121.85	-19.73
121.90	-19.75
121.95	-19.77
122.00	-19.80
122.05	-19.82
122.10	-19.83
122.15	-19.85
122.20	-19.87
122.25	-19.88
122.30	-19.90
122.35	-19.91
122.40	-19.93
122.45	-19.94
122.50	-19.95
122.55	-19.96
122.60	-19.97
122.65	-19.97
122.70	-19.98
122.75	-19.99
122.80	-19.99
122.85	-20.00
122.90	-20.00
122.95	-20.00
123.00	-20.00
123.05	-20.00
123.10	-20.00
123.15	-20.00
123.20	-19.99
123.25	-19.99
123.30	-19.98
123.35	-19.97
123.40	-19.97
123.45	-19.96
123.50	-19.95
123.55	-19.94
123.60	-19.93
123.65	-19.91
123.70	-19.90
123.75	-19.89
123.80	-19.87
123.85	-19.85
123.90	-19.83
123.95	-19.82
124.00	-19.80
124.05	-19.78
124.10	-19.75
124.15	-19.73
124.20	-19.71
124.25	-19.68
124.30	-19.66
124.35	-19.63
124.40	-19.60
124.45	-19.57
124.50	-19.54
124.55	-19.51
124.60	-19.48
124.65	-19.45
124.70	-19.42
124.75	-19.38
124.80	-19.35
124.85	-19.31
124.90	-19.27
124.95	-19.24
125.00	-19.20
125.05	-19.16
125.10	-19.12
125.15	-19.08
125.20	-19.03
125.25	-18.99
125.30	-18.95
125.35	-18.90
125.40	-18.86
125.45	-18.81
125.50	-18.76
125.55	-18.71
125.60	-18.66
125.65	-18.61
125.70	-18.56
125.75	-18.51
125.80	-18.46
125.85	-18.41
125.90	-18.35
125.95	-18.30
126.00	-18.24
126.05	-18.19
126.10	-18.13
126.15	-18.07
126.20	-18.02
126.25	-17.96
126.30	-17.90
126.35	-17.84
126.40	-17.78
126.45	-17.72
126.50	-17.65
126.55	-17.59
126.60	-17.53
126.65	-17.46
126.70	-17.40
126.75	-17.33
126.80	-17.27
126.85	-17.20
126.90	-17.14
126.95	-17.07
127.00	-17.00
127.05	-16.93
127.10	-16.86
127.15	-16.80
127.20	-16.73
127.25	-16.66
127.30	-16.58
127.35	-16.51
127.40	-16.44
127.45	-16.37
127.50	-16.30
127.55	-16.22
127.60	-16.15
127.65	-16.08
127.70	-16.00
127.75	-15.93
127.80	-15.86
127.85	-15.78
127.90	-15.71
127.95	-15.63
128.00	-15.55
128.05	-15.48
128.10	-15.40
128.15	-15.33
128.20	-15.25
128.25	-15.17
128.30	-15.10
128.35	-15.02
128.40	-14.94
128.45	-14.86
128.50	-14.78
128.55	-14.71
128.60	-14.63
128.65	-14.55
128.70	-14.47
128.75	-14.39
128.80	-14.32
128.85	-14.24
128.90	-14.16
128.95	-14.08
129.00	-14.00
129.05	-13.92
129.10	-13.84
129.15	-13.77
129.20	-13.69
129.25	-13.61
129.30	-13.53
129.35	-13.45
129.40	-13.37
129.45	-13.30
129.50	-13.22
129.55	-13.14
129.60	-13.06
129.65	-12.99
129.70	-12.91
129.75	-12.83
129.80	-12.75
129.85	-12.68
129.90	-12.60
129.95	-12.52
130.00	-12.45
130.05	-12.37
130.10	-12.30
130.15	-12.22
130.20	-12.15
130.25	-12.07
130.30	-12.00
130.35	-11.92
130.40	-11.85
130.45	-11.78
130.50	-11.71
130.55	-11.63
130.60	-11.56
130.65	-11.49
130.70	-11.42
130.75	-11.35
130.80	-11.28
130.85	-11.21
130.90	-11.14
130.95	-11.07
131.00	-11.00
131.05	-10.93
131.10	-10.87
131.15	-10.80
131.20	-10.73
131.25	-10.67
131.30	-10.60
131.35	-10.54
131.40	-10.47
131.45	-10.41
131.50	-10.35
131.55	-10.29
131.60	-10.23
131.65	-10.16
131.70	-10.10
131.75	-10.05
131.80	-9.99
131.85	-9.93
131.90	-9.87
131.95	-9.81
132.00	-9.76
132.05	-9.70
132.10	-9.65
132.15	-9.60
132.20	-9.54
132.25	-9.49
132.30	-9.44
132.35	-9.39
132.40	-9.34
132.45	-9.29
132.50	-9.24
132.55	-9.19
132.60	-9.15
132.65	-9.10
132.70	-9.06
132.75	-9.01
132.80	-8.97
132.85	-8.93
132.90	-8.89
132.95	-8.84
133.00	-8.80
133.05	-8.77
133.10	-8.73
133.15	-8.69
133.20	-8.65
133.25	-8.62
133.30	-8.59
133.35	-8.55
133.40	-8.52
133.45	-8.49
133.50	-8.46
133.55	-8.43
133.60	-8.40
133.65	-8.37
133.70	-8.34
133.75	-8.32
133.80	-8.29
133.85	-8.27
133.90	-8.25
133.95	-8.23
134.00	-8.20
134.05	-8.19
134.10	-8.17
134.15	-8.15
134.20	-8.13
134.25	-8.12
134.30	-8.10
134.35	-8.09
134.40	-8.07
134.45	-8.06
134.50	-8.05
134.55	-8.04
134.60	-8.03
134.65	-8.03
134.70	-8.02
134.75	-8.01
134.80	-8.01
134.85	-8.00
134.90	-8.00
134.95	-8.00
135.00	-8.00
135.05	-8.00
135.10	-8.00
135.15	-8.00
135.20	-8.01
135.25	-8.01
135.30	-8.02
135.35	-8.03
135.40	-8.03
135.45	-8.04
135.50	-8.05
135.55	-8.06
135.60	-8.07
135.65	-8.09
135.70	-8.10
135.75	-8.11
135.80	-8.13
135.85	-8.15
135.90	-8.17
135.95	-8.18
136.00	-8.20
136.05	-8.22
136.10	-8.25
136.15	-8.27
136.20	-8.29
136.25	-8.32
136.30	-8.34
136.35	-8.37
136.40	-8.40
136.45	-8.43
136.50	-8.46
136.55	-8.49
136.60	-8.52
136.65	-8.55
136.70	-8.58
136.75	-8.62
136.80	-8.65
136.85	-8.69
136.90	-8.73
136.95	-8.76
137.00	-8.80
137.05	-8.84
137.10	-8.88
137.15	-8.92
137.20	-8.97
137.25	-9.01
137.30	-9.05
137.35	-9.10
137.40	-9.14
137.45	-9.19
137.50	-9.24
137.55	-9.29
137.60	-9.34
137.65	-9.39
137.70	-9.44
137.75	-9.49
137.80	-9.54
137.85	-9.59
137.90	-9.65
137.95	-9.70
138.00	-9.76
138.05	-9.81
138.10	-9.87
138.15	-9.93
138.20	-9.98
138.25	-10.04
138.30	-10.10
138.35	-10.16
138.40	-10.22
138.45	-10.28
138.50	-10.35
138.55	-10.41
138.60	-10.47
138.65	-10.54
138.70	-10.60
138.75	-10.67
138.80	-10.73
138.85	-10.80
138.90	-10.86
138.95	-10.93
139.00	-11.00
139.05	-11.07
139.10	-11.14
139.15	-11.20
139.20	-11.27
139.25	-11.34
139.30	-11.42
139.35	-11.49
139.40	-11.56
139.45	-11.63
139.50	-11.70
139.55	-11.78
139.60	-11.85
139.65	-11.92
139.70	-12.00
139.75	-12.07
139.80	-12.14
139.85	-12.22
139.90	-12.29
139.95	-12.37
140.00	-12.45
140.05	-12.52
140.10	-12.60
140.15	-12.67
140.20	-12.75
140.25	-12.83
140.30	-12.90
140.35	-12.98
140.40	-13.06
140.45	-13.14
140.50	-13.22
140.55	-13.29
140.60	-13.37
140.65	-13.45
140.70	-13.53
140.75	-13.61
140.80	-13.68
140.85	-13.76
140.90	-13.84
140.95	-13.92
141.00	-14.00
141.05	-14.08
141.10	-14.16
141.15	-14.23
141.20	-14.31
141.25	-14.39
141.30	-14.47
141.35	-14.55
141.40	-14.63
141.45	-14.70
141.50	-14.78
141.55	-14.86
141.60	-14.94
141.65	-15.01
141.70	-15.09
141.75	-15.17
141.80	-15.25
141.85	-15.32
141.90	-15.40
141.95	-15.48
142.00	-15.55
142.05	-15.63
142.10	-15.70
142.15	-15.78
142.20	-15.85
142.25	-15.93
142.30	-16.00
142.35	-16.08
142.40	-16.15
142.45	-16.22
142.50	-16.29
142.55	-16.37
142.60	-16.44
142.65	-16.51
142.70	-16.58
142.75	-16.65
142.80	-16.72
142.85	-16.79
142.90	-16.86
142.95	-16.93
143.00	-17.00
143.05	-17.07
143.10	-17.13
143.15	-17.20
143.20	-17.27
143.25	-17.33
143.30	-17.40
143.35	-17.46
143.40	-17.53
143.45	-17.59
143.50	-17.65
143.55	-17.71
143.60	-17.77
143.65	-17.84
143.70	-17.90
143.75	-17.95
143.80	-18.01
143.85	-18.07
143.90	-18.13
143.95	-18.19
144.00	-18.24
144.05	-18.30
144.10	-18.35
144.15	-18.40
144.20	-18.46
144.25	-18.51
144.30	-18.56
144.35	-18.61
144.40	-18.66
144.45	-18.71
144.50	-18.76
144.55	-18.81
144.60	-18.85
144.65	-18.90
144.70	-18.94
144.75	-18.99
144.80	-19.03
144.85	-19.07
144.90	-19.11
144.95	-19.16
145.00	-19.20
145.05	-19.23
145.10	-19.27
145.15	-19.31
145.20	-19.35
145.25	-19.38
145.30	-19.41
145.35	-19.45
145.40	-19.48
145.45	-19.51
145.50	-19.54
145.55	-19.57
145.60	-19.60
145.65	-19.63
145.70	-19.66
145.75	-19.68
145.80	-19.71
145.85	-19.73
145.90	-19.75
145.95	-19.77
146.00	-19.80
146.05	-19.81
146.10	-19.83
146.15	-19.85
146.20	-19.87
146.25	-19.88
146.30	-19.90
146.35	-19.91
146.40	-19.93
146.45	-19.94
146.50	-19.95
146.55	-19.96
146.60	-19.97
146.65	-19.97
146.70	-19.98
146.75	-19.99
146.80	-19.99
146.85	-20.00
146.90	-20.00
146.95	-20.00
147.00	-20.00
147.05	-20.00
147.10	-20.00
147.15	-20.00
147.20	-19.99
147.25	-19.99
147.30	-19.98
147.35	-19.97
147.40	-19.97
147.45	-19.96
147.50	-19.95
147.55	-19.94
147.60	-19.93
147.65	-19.91
147.70	-19.90
147.75	-19.89
147.80	-19.87
147.85	-19.85
147.90	-19.83
147.95	-19.82
148.00	-19.80
148.05	-19.78
148.10	-19.75
148.15	-19.73
148.20	-19.71
148.25	-19.68
148.30	-19.66
148.35	-19.63
148.40	-19.60
148.45	-19.57
148.50	-19.54
148.55	-19.51
148.60	-19.48
148.65	-19.45
148.70	-19.42
148.75	-19.38
148.80	-19.35
148.85	-19.31
148.90	-19.27
148.95	-19.24
149.00	-19.20
149.05	-19.16
149.10	-19.12
149.15	-19.08
149.20	-19.03
149.25	-18.99
149.30	-18.95
149.35	-18.90
149.40	-18.86
149.45	-18.81
149.50	-18.76
149.55	-18.71
149.60	-18.66
149.65	-18.61
149.70	-18.56
149.75	-18.51
149.80	-18.46
149.85	-18.41
149.90	-18.35
149.95	-18.30
150.00	-18.24
150.05	-18.19
150.10	-18.13
150.15	-18.07
150.20	-18.02
150.25	-17.96
150.30	-17.90
150.35	-17.84
150.40	-17.78
150.45	-17.72
150.50	-17.65
150.55	-17.59
150.60	-17.53
150.65	-17.46
150.70	-17.40
150.75	-17.33
150.80	-17.27
150.85	-17.20
150.90	-17.14
150.95	-17.07
151.00	-17.00
151.05	-16.93
151.10	-16.86
151.15	-16.80
151.20	-16.73
151.25	-16.66
151.30	-16.58
151.35	-16.51
151.40	-16.44
151.45	-16.37
151.50	-16.30
151.55	-16.23
151.60	-16.15
151.65	-16.08
151.70	-16.00
151.75	-15.93
151.80	-15.86
151.85	-15.78
151.90	-15.71
151.95	-15.63
152.00	-15.55
152.05	-15.48
152.10	-15.40
152.15	-15.33
152.20	-15.25
152.25	-15.17
152.30	-15.10
152.35	-15.02
152.40	-14.94
152.45	-14.86
152.50	-14.79
152.55	-14.71
152.60	-14.63
152.65	-14.55
152.70	-14.47
152.75	-14.39
152.80	-14.32
152.85	-14.24
152.90	-14.16
152.95	-14.08
153.00	-14.00
153.05	-13.92
153.10	-13.84
153.15	-13.77
153.20	-13.69
153.25	-13.61
153.30	-13.53
153.35	-13.45
153.40	-13.37
153.45	-13.30
153.50	-13.22
153.55	-13.14
153.60	-13.06
153.65	-12.99
153.70	-12.91
153.75	-12.83
153.80	-12.75
153.85	-12.68
153.90	-12.60
153.95	-12.52
154.00	-12.45
154.05	-12.37
154.10	-12.30
154.15	-12.22
154.20	-12.15
154.25	-12.07
154.30	-12.00
154.35	-11.93
154.40	-11.85
154.45	-11.78
154.50	-11.71
154.55	-11.63
154.60	-11.56
154.65	-11.49
154.70	-11.42
154.75	-11.35
154.80	-11.28
154.85	-11.21
154.90	-11.14
154.95	-11.07
155.00	-11.00
155.05	-10.93
155.10	-10.87
155.15	-10.80
155.20	-10.73
155.25	-10.67
155.30	-10.60
